Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","10","Australia","5510","Production","515","Apples","2004","2004","tonnes","285282","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","515","Apples","2005","2005","tonnes","452650","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","515","Apples","2006","2006","tonnes","301251","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","515","Apples","2007","2007","tonnes","377980","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","515","Apples","2008","2008","tonnes","265481","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","515","Apples","2009","2009","tonnes","295134","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","515","Apples","2010","2010","tonnes","264401","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","515","Apples","2011","2011","tonnes","299778","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","515","Apples","2012","2012","tonnes","289064","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","515","Apples","2013","2013","tonnes","288878","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","515","Apples","2014","2014","tonnes","266771","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","515","Apples","2015","2015","tonnes","295196","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","515","Apples","2016","2016","tonnes","308298","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","515","Apples","2017","2017","tonnes","313730","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","515","Apples","2018","2018","tonnes","268355","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","515","Apples","2019","2019","tonnes","265150","","Official data"
"QCL","Crops and livestock products","11","Austria","5510","Production","515","Apples","1991","1991","tonnes","276848","","Official data"
"QCL","Crops and livestock products","11","Austria","5510","Production","515","Apples","1992","1992","tonnes","268719","","Official data"
"QCL","Crops and livestock products","11","Austria","5510","Production","515","Apples","1993","1993","tonnes","375222","","Official data"
"QCL","Crops and livestock products","11","Austria","5510","Production","515","Apples","1994","1994","tonnes","334248","","Official data"
"QCL","Crops and livestock products","11","Austria","5510","Production","515","Apples","1995","1995","tonnes","383876","","Official data"
"QCL","Crops and livestock products","11","Austria","5510","Production","515","Apples","1996","1996","tonnes","367553","","Official data"
"QCL","Crops and livestock products","11","Austria","5510","Production","515","Apples","1997","1997","tonnes","477277","","Official data"
